DateTime,latitude,latitudeError,longitude,longitudeError,tz,localHour,ptt,Date,Time,kode,species
2009-01-17T00:00:00Z,35.5,1.113603965,-54.4,0.9093369,Etc/GMT+4,20,78683,2009-01-17,00:00:00,2009-01-17_78683,I.oxyrinchus
2009-01-17T12:00:00Z,35.45,1.19548734,-54.575,0.872461814999998,Etc/GMT+4,8,78683,2009-01-17,12:00:00,2009-01-17_78683,I.oxyrinchus
2009-01-18T00:00:00Z,35.45,1.22019834,-54.6,0.882099795000002,Etc/GMT+4,20,78683,2009-01-18,00:00:00,2009-01-18_78683,I.oxyrinchus
2009-01-18T12:00:00Z,35.45,1.260339375,-54.425,0.915739439999999,Etc/GMT+4,8,78683,2009-01-18,12:00:00,2009-01-18_78683,I.oxyrinchus
2009-01-19T00:00:00Z,35.375,1.24007322,-54.3,0.840544739999999,Etc/GMT+4,20,78683,2009-01-19,00:00:00,2009-01-19_78683,I.oxyrinchus
2009-01-19T12:00:00Z,35.475,1.261607045,-54.1,0.934842024999998,Etc/GMT+4,8,78683,2009-01-19,12:00:00,2009-01-19_78683,I.oxyrinchus
2009-01-20T00:00:00Z,35.625,1.243238565,-53.9,0.934808595000003,Etc/GMT+4,20,78683,2009-01-20,00:00:00,2009-01-20_78683,I.oxyrinchus
2009-01-20T12:00:00Z,35.675,1.26045919,-53.775,0.944331944999998,Etc/GMT+4,8,78683,2009-01-20,12:00:00,2009-01-20_78683,I.oxyrinchus
2009-01-21T00:00:00Z,35.75,1.28099506,-53.625,0.997751985000001,Etc/GMT+4,20,78683,2009-01-21,00:00:00,2009-01-21_78683,I.oxyrinchus
2009-01-21T12:00:00Z,35.75,1.293507815,-53.475,1.0855195500000001,Etc/GMT+4,8,78683,2009-01-21,12:00:00,2009-01-21_78683,I.oxyrinchus
2009-01-22T00:00:00Z,35.775,1.302756835,-53.325,1.12975873,Etc/GMT+4,20,78683,2009-01-22,00:00:00,2009-01-22_78683,I.oxyrinchus
2009-01-22T12:00:00Z,35.8,1.290575415,-53.175,1.137034725,Etc/GMT+4,8,78683,2009-01-22,12:00:00,2009-01-22_78683,I.oxyrinchus
2009-01-23T00:00:00Z,35.825,1.26588049,-53.025,1.10987726,Etc/GMT+4,20,78683,2009-01-23,00:00:00,2009-01-23_78683,I.oxyrinchus
