"DateTime","depth","light","temperature","DateTime_local","num_day","dn","instrument_name","rownum","diveNo","date","track_DateTime","latitude","longitude","platform"
2016-08-27 20:35:00,16,NA,20.2,2016-08-27 15:35:00,17040,"d","160424_2016_154096",113,NA,2016-08-27,2016-08-27,41.0945666699999,-69.38033333,"Prionace glauca"
2016-08-27 20:37:30,9,NA,20.2,2016-08-27 15:37:30,17040,"d","160424_2016_154096",114,NA,2016-08-27,2016-08-27,41.0945666699999,-69.38033333,"Prionace glauca"
2016-08-27 20:40:00,9,NA,20.2,2016-08-27 15:40:00,17040,"d","160424_2016_154096",115,NA,2016-08-27,2016-08-27,41.0945666699999,-69.38033333,"Prionace glauca"
2016-08-27 20:42:30,7,NA,20.6,2016-08-27 15:42:30,17040,"d","160424_2016_154096",116,NA,2016-08-27,2016-08-27,41.0945666699999,-69.38033333,"Prionace glauca"
2016-08-27 20:45:00,9,NA,20.2,2016-08-27 15:45:00,17040,"d","160424_2016_154096",117,NA,2016-08-27,2016-08-27,41.0945666699999,-69.38033333,"Prionace glauca"
2016-08-27 20:47:30,5.5,NA,21,2016-08-27 15:47:30,17040,"d","160424_2016_154096",118,NA,2016-08-27,2016-08-27,41.0945666699999,-69.38033333,"Prionace glauca"
2016-08-27 20:50:00,12.5,NA,20.2,2016-08-27 15:50:00,17040,"d","160424_2016_154096",119,NA,2016-08-27,2016-08-27,41.0945666699999,-69.38033333,"Prionace glauca"
2016-08-27 20:52:30,16,NA,20.2,2016-08-27 15:52:30,17040,"d","160424_2016_154096",120,NA,2016-08-27,2016-08-27,41.0945666699999,-69.38033333,"Prionace glauca"
2016-08-27 20:55:00,9,NA,20.2,2016-08-27 15:55:00,17040,"d","160424_2016_154096",121,NA,2016-08-27,2016-08-27,41.0945666699999,-69.38033333,"Prionace glauca"
2016-08-27 20:57:30,9,NA,21.5,2016-08-27 15:57:30,17040,"d","160424_2016_154096",122,NA,2016-08-27,2016-08-27,41.0945666699999,-69.38033333,"Prionace glauca"
2016-08-27 21:00:00,7,NA,21,2016-08-27 16:00:00,17040,"d","160424_2016_154096",123,NA,2016-08-27,2016-08-27,41.0945666699999,-69.38033333,"Prionace glauca"
2016-08-27 21:02:30,0.5,NA,21.5,2016-08-27 16:02:30,17040,"d","160424_2016_154096",124,NA,2016-08-27,2016-08-27,41.0945666699999,-69.38033333,"Prionace glauca"
2016-08-27 21:05:00,7,NA,21,2016-08-27 16:05:00,17040,"d","160424_2016_154096",125,NA,2016-08-27,2016-08-27,41.0945666699999,-69.38033333,"Prionace glauca"
2016-08-27 21:07:30,9,NA,21,2016-08-27 16:07:30,17040,"d","160424_2016_154096",126,NA,2016-08-27,2016-08-27,41.0945666699999,-69.38033333,"Prionace glauca"
2016-08-27 21:10:00,1,NA,21.5,2016-08-27 16:10:00,17040,"d","160424_2016_154096",127,NA,2016-08-27,2016-08-27,41.0945666699999,-69.38033333,"Prionace glauca"
2016-08-27 21:12:30,0.5,NA,21.5,2016-08-27 16:12:30,17040,"d","160424_2016_154096",128,NA,2016-08-27,2016-08-27,41.0945666699999,-69.38033333,"Prionace glauca"
2016-08-27 21:15:00,1,NA,21.5,2016-08-27 16:15:00,17040,"d","160424_2016_154096",129,NA,2016-08-27,2016-08-27,41.0945666699999,-69.38033333,"Prionace glauca"
2016-08-27 21:17:30,1,NA,21.5,2016-08-27 16:17:30,17040,"d","160424_2016_154096",130,NA,2016-08-27,2016-08-27,41.0945666699999,-69.38033333,"Prionace glauca"
2016-08-27 21:20:00,1,NA,21.5,2016-08-27 16:20:00,17040,"d","160424_2016_154096",131,NA,2016-08-27,2016-08-27,41.0945666699999,-69.38033333,"Prionace glauca"
2016-08-27 21:22:30,1.5,NA,21.5,2016-08-27 16:22:30,17040,"d","160424_2016_154096",132,NA,2016-08-27,2016-08-27,41.0945666699999,-69.38033333,"Prionace glauca"
2016-08-27 21:25:00,1,NA,21.5,2016-08-27 16:25:00,17040,"d","160424_2016_154096",133,NA,2016-08-27,2016-08-27,41.0945666699999,-69.38033333,"Prionace glauca"
2016-08-27 21:27:30,0.5,NA,21.5,2016-08-27 16:27:30,17040,"d","160424_2016_154096",134,NA,2016-08-27,2016-08-27,41.0945666699999,-69.38033333,"Prionace glauca"
2016-08-27 21:30:00,1,NA,21.5,2016-08-27 16:30:00,17040,"d","160424_2016_154096",135,NA,2016-08-27,2016-08-27,41.0945666699999,-69.38033333,"Prionace glauca"
2016-08-27 21:32:30,7,NA,21.5,2016-08-27 16:32:30,17040,"d","160424_2016_154096",136,NA,2016-08-27,2016-08-27,41.0945666699999,-69.38033333,"Prionace glauca"
2016-08-27 21:35:00,12.5,NA,20.6,2016-08-27 16:35:00,17040,"d","160424_2016_154096",137,NA,2016-08-27,2016-08-27,41.0945666699999,-69.38033333,"Prionace glauca"
2016-08-27 21:37:30,10.5,NA,20.6,2016-08-27 16:37:30,17040,"d","160424_2016_154096",138,NA,2016-08-27,2016-08-27,41.0945666699999,-69.38033333,"Prionace glauca"
2016-08-27 21:40:00,7,NA,20.6,2016-08-27 16:40:00,17040,"d","160424_2016_154096",139,NA,2016-08-27,2016-08-27,41.0945666699999,-69.38033333,"Prionace glauca"
2016-08-27 21:42:30,7,NA,20.6,2016-08-27 16:42:30,17040,"d","160424_2016_154096",140,NA,2016-08-27,2016-08-27,41.0945666699999,-69.38033333,"Prionace glauca"
2016-08-27 21:45:00,5.5,NA,21,2016-08-27 16:45:00,17040,"d","160424_2016_154096",141,NA,2016-08-27,2016-08-27,41.0945666699999,-69.38033333,"Prionace glauca"
2016-08-27 21:47:30,7,NA,21,2016-08-27 16:47:30,17040,"d","160424_2016_154096",142,NA,2016-08-27,2016-08-27,41.0945666699999,-69.38033333,"Prionace glauca"
2016-08-27 21:50:00,12.5,NA,21,2016-08-27 16:50:00,17040,"d","160424_2016_154096",143,NA,2016-08-27,2016-08-27,41.0945666699999,-69.38033333,"Prionace glauca"
2016-08-27 21:52:30,1.5,NA,21.5,2016-08-27 16:52:30,17040,"d","160424_2016_154096",144,NA,2016-08-27,2016-08-27,41.0945666699999,-69.38033333,"Prionace glauca"
2016-08-27 21:55:00,16,NA,20.6,2016-08-27 16:55:00,17040,"d","160424_2016_154096",145,NA,2016-08-27,2016-08-27,41.0945666699999,-69.38033333,"Prionace glauca"
